no_exercise,diabetes,obesity,few_fruit_veg,smoker,high_blood_pres,poverty,population_size,chsi_state_name,all_death
25.4,6.3,22.5,81.6,27.0,23.7,7.0,128436,Indiana,899.6
24.4,8.2,24.0,73.3,27.0,28.7,7.5,76072,Indiana,823.2
29.2,8.1,28.7,79.0,27.7,27.5,12.7,493297,Indiana,962.9
28.3,8.0,25.6,79.8,26.6,30.5,9.9,110512,Indiana,870.7
34.0,11.5,28.7,80.7,29.1,31.7,9.7,46403,Indiana,909.3
28.3,8.4,27.1,77.8,29.4,30.1,11.0,130412,Indiana,950.0
26.3,7.5,24.3,78.4,28.0,25.4,12.5,863133,Indiana,959.0
27.7,5.7,26.0,70.3,26.8,20.4,7.5,46945,Indiana,847.5
23.9,9.0,27.6,79.0,30.6,27.7,10.0,35620,Indiana,877.7
18.2,7.3,18.7,80.8,26.1,23.5,12.4,121407,Indiana,805.4
29.3,7.8,23.3,76.4,32.5,22.9,9.2,38239,Indiana,902.1
27.1,6.5,26.5,78.7,28.6,26.3,7.8,69778,Indiana,967.0
31.9,8.6,30.0,79.9,23.7,26.5,8.1,47448,Indiana,917.1
24.3,5.6,24.0,73.9,27.5,22.2,6.8,157772,Indiana,842.8
26.5,10.9,20.6,78.3,22.5,19.0,7.6,26852,Indiana,878.4
26.2,8.1,22.8,75.5,25.3,26.7,11.8,266160,Indiana,827.2
21.2,5.9,25.0,83.4,26.1,13.8,8.1,33773,Indiana,856.8
21.1,5.0,20.7,77.9,24.0,19.6,11.9,153875,Indiana,847.7
24.0,9.0,27.3,80.8,28.6,27.5,11.8,173187,Indiana,915.4
27.5,10.8,25.3,84.6,28.5,36.5,13.7,102592,Indiana,1011.9
24.8,7.0,27.1,74.4,18.1,30.6,5.8,56362,Indiana,935.6
29.3,9.0,26.6,79.1,27.5,25.9,11.7,69192,Indiana,937.4
25.0,6.1,28.0,81.6,22.9,25.9,8.5,7859,Iowa,771.0
23.1,2.9,16.7,78.1,27.4,18.7,9.2,14709,Iowa,770.0
37.3,8.0,25.3,83.2,24.7,29.7,13.6,13666,Iowa,829.6
29.7,5.4,25.7,81.5,25.5,28.2,6.5,27000,Iowa,724.6
22.9,6.6,23.5,78.7,19.3,24.7,11.5,125891,Iowa,769.5
26.0,6.2,23.2,80.3,25.8,24.8,7.6,26602,Iowa,822.8
19.0,3.6,20.2,74.9,19.2,22.0,6.3,23677,Iowa,715.6
32.1,4.6,29.7,81.5,22.3,24.1,8.8,21019,Iowa,846.4
21.2,10.9,25.1,75.0,20.6,29.8,9.5,20151,Iowa,737.7
21.2,4.6,20.7,81.2,11.6,29.1,7.9,15072,Iowa,790.0
22.0,4.3,21.2,81.7,19.5,31.7,9.9,10443,Iowa,783.0
25.7,6.2,20.9,83.5,17.7,23.2,7.6,21034,Iowa,741.7
24.3,8.4,23.3,75.3,20.4,28.0,10.4,14219,Iowa,806.6
26.3,7.1,25.2,75.6,23.5,26.4,5.8,18254,Iowa,726.8
21.5,6.1,24.4,82.2,21.1,23.5,9.0,44645,Iowa,812.8
24.3,5.7,21.3,79.5,13.8,27.2,8.1,12237,Iowa,801.3
29.6,6.1,26.9,85.9,23.2,22.8,7.8,12563,Iowa,792.1
28.3,9.5,24.8,85.8,24.8,30.9,9.5,9161,Iowa,756.7
18.4,5.3,23.4,83.8,19.2,28.2,8.4,16897,Iowa,740.2
23.0,5.4,26.0,76.9,18.4,25.6,8.7,18337,Iowa,829.1
21.9,10.4,26.6,79.8,25.6,31.8,10.4,49717,Iowa,853.6
23.4,6.0,18.8,76.6,15.6,22.5,5.2,51762,Iowa,792.8
23.0,5.8,22.7,80.2,19.9,29.3,8.2,18025,Iowa,721.9
28.3,7.0,24.8,78.0,18.3,28.5,11.4,40810,Iowa,766.4
19.7,6.4,25.0,74.2,19.9,24.3,6.5,16687,Iowa,734.1
19.4,6.1,25.1,79.5,16.3,24.4,8.4,91631,Iowa,773.4
33.0,6.3,22.8,85.5,26.6,23.0,10.8,21298,Iowa,787.8
29.4,7.9,31.6,72.4,21.1,27.3,9.5,16443,Iowa,781.1
25.5,6.0,20.7,80.8,16.5,20.4,8.1,10732,Iowa,802.2
32.4,6.3,32.5,85.2,24.0,33.7,9.3,7759,Iowa,917.5
21.4,2.8,25.5,89.1,14.0,22.5,8.3,11547,Iowa,781.8
31.8,11.0,26.7,80.3,23.4,27.5,7.2,16209,Iowa,750.9
22.3,9.1,21.9,81.7,22.1,26.1,6.8,11786,Iowa,727.7
26.4,8.4,27.5,81.4,22.8,27.7,8.7,18003,Iowa,787.7
33.4,8.8,30.8,79.8,28.3,31.2,8.6,15884,Iowa,893.2
27.6,8.4,31.0,76.8,18.4,25.0,9.1,20246,Iowa,789.3
31.9,8.2,28.7,76.6,21.3,25.1,6.1,16055,Iowa,759.1
24.4,8.8,23.4,81.2,18.0,24.2,9.9,20335,Iowa,815.7
25.4,8.1,28.7,85.0,21.9,24.8,7.4,37674,Iowa,747.7
13.2,3.9,16.1,77.4,17.5,15.9,10.7,117067,Iowa,671.4
27.8,4.3,22.5,75.2,18.9,23.1,9.1,16142,Iowa,747.6
27.8,8.8,23.2,85.3,30.2,22.1,11.2,36705,Iowa,871.2
19.9,6.2,21.5,81.9,20.7,23.5,7.8,198903,Iowa,728.6
21.7,4.8,17.6,79.8,18.5,25.1,7.3,11750,Iowa,708.0
28.1,3.8,26.1,79.4,20.3,20.1,6.8,15158,Iowa,846.2
30.5,5.1,20.5,88.5,22.3,24.5,10.5,22364,Iowa,755.8
25.4,7.2,22.7,81.4,25.8,28.0,7.8,32984,Iowa,773.3
28.7,6.9,27.9,81.5,25.9,25.4,10.6,39418,Iowa,976.6
22.5,6.0,22.6,75.6,29.5,26.2,8.3,15284,Iowa,881.4
30.8,13.2,29.1,83.5,26.0,33.3,10.1,11313,Iowa,871.4
26.7,5.7,25.6,82.9,22.8,23.2,9.5,42756,Iowa,862.1
24.1,3.7,25.7,82.8,23.3,25.8,7.8,14414,Iowa,738.0
27.8,5.1,24.5,79.8,28.3,30.5,11.4,16253,Iowa,865.8
21.6,7.5,20.3,85.4,21.2,21.1,6.4,24958,Iowa,766.0
21.3,6.5,22.8,82.8,24.0,21.8,8.6,401006,Iowa,782.5
26.3,8.3,26.8,82.5,28.0,28.0,10.2,89738,Iowa,920.1
23.5,7.3,26.0,79.4,23.0,33.8,9.0,18925,Iowa,799.3
28.0,4.9,23.8,81.2,22.0,26.1,9.0,10621,Iowa,803.8
20.1,6.9,20.5,81.3,23.7,23.7,10.3,160998,Iowa,846.5
22.9,2.7,26.0,78.7,15.4,29.0,7.8,12634,Iowa,755.2
21.5,4.3,17.6,83.5,15.8,16.5,6.5,32277,Iowa,642.5
14.8,4.5,17.2,79.9,16.2,15.5,9.8,79952,Iowa,663.8
22.8,5.2,25.6,80.1,23.3,23.9,8.9,17919,Iowa,794.2
29.0,10.6,27.3,85.8,26.2,26.2,10.7,6614,Iowa,766.1
23.8,7.9,28.0,78.2,24.9,28.1,11.1,11972,Iowa,857.6
27.6,6.2,24.8,79.8,23.9,27.2,12.2,35965,Iowa,840.2
21.1,6.1,26.0,81.7,20.4,26.8,6.0,42981,Iowa,813.9
22.4,4.2,25.3,82.7,21.8,23.4,7.7,21457,Iowa,742.2
28.2,9.8,26.0,83.0,24.4,31.5,10.8,39003,Iowa,848.5
18.2,7.7,25.6,76.4,15.7,23.8,8.3,11351,Iowa,764.6
29.3,4.6,19.5,78.3,13.4,19.2,7.8,21234,Iowa,677.0
26.1,4.6,23.0,82.9,28.6,23.9,11.2,102605,Iowa,837.5
29.0,6.4,19.3,81.2,25.7,25.2,8.3,13647,Iowa,775.7
26.5,8.2,27.0,80.8,22.9,31.4,12.4,28105,Kansas,812.8
22.8,6.7,25.7,81.3,21.7,21.1,8.4,62354,Kansas,855.9
32.8,8.4,29.2,82.6,23.4,30.4,13.4,35298,Kansas,972.9
23.8,7.0,23.6,81.2,24.8,24.1,15.2,38222,Kansas,938.8
29.2,5.8,27.0,78.4,23.8,28.9,9.2,19209,Kansas,851.7
19.3,3.6,17.0,79.6,19.2,14.9,12.4,102914,Kansas,772.6
21.3,5.0,17.2,81.2,20.1,15.4,10.6,26767,Kansas,770.3
36.3,5.5,23.1,84.0,20.8,25.1,13.2,38988,Kansas,821.8
27.9,5.9,24.9,83.0,18.2,23.0,11.8,33751,Kansas,918.7
28.4,5.5,27.2,82.1,23.5,35.0,9.9,26247,Kansas,869.6
17.6,6.5,16.7,80.8,24.8,20.7,12.9,24585,Kansas,950.9
25.0,7.9,24.7,82.4,12.8,27.2,8.9,33843,Kansas,763.5
26.3,6.1,25.1,83.5,22.6,21.9,7.7,19106,Kansas,825.5
16.7,4.8,17.4,79.4,16.6,18.9,4.8,506562,Kansas,703.8
34.2,6.9,27.9,88.9,25.5,32.4,13.8,22169,Kansas,964.2
21.5,5.8,20.8,78.8,21.6,24.2,8.3,73113,Kansas,932.0
27.2,7.0,24.4,79.4,19.6,18.5,12.9,35609,Kansas,794.8
24.6,6.1,23.4,77.8,13.5,30.2,8.0,29523,Kansas,784.4
25.2,6.9,27.3,76.1,21.6,21.5,8.0,30496,Kansas,894.9
30.5,9.1,28.0,80.8,27.1,29.3,13.8,34570,Kansas,942.5
32.7,9.4,24.7,81.9,19.2,28.9,13.0,16529,Kansas,894.1
22.9,5.0,19.5,73.2,19.3,19.3,9.1,19129,Kansas,836.0
25.0,6.4,25.2,79.6,22.7,24.1,12.5,63558,Kansas,809.4
14.3,3.3,14.7,77.9,16.1,15.7,14.2,62826,Kansas,729.1
23.0,4.9,21.7,75.8,23.9,21.5,10.4,53919,Kansas,822.8
24.6,6.8,24.5,79.9,22.9,24.0,11.8,466061,Kansas,893.3
30.7,7.0,21.2,83.3,20.2,23.2,13.8,23274,Kansas,813.2
25.5,6.7,26.0,80.9,19.6,24.0,10.9,172365,Kansas,930.4
26.4,8.6,29.7,78.1,19.5,27.3,10.6,24797,Kansas,875.8
37.3,7.7,27.4,83.1,28.2,26.5,16.1,155750,Kansas,1062.5
38.8,8.5,27.3,77.4,32.0,38.5,20.0,17573,Kentucky,923.1
34.3,7.5,25.5,78.5,30.1,29.8,15.3,40073,Kentucky,935.6
34.6,7.0,26.8,87.2,34.3,36.7,18.5,11626,Kentucky,1007.7
41.3,11.5,32.4,80.3,36.1,23.9,25.8,29665,Kentucky,1164.5
21.9,5.2,25.0,81.3,21.0,25.1,7.1,106272,Kentucky,909.2
37.6,9.6,27.2,79.9,29.0,35.9,15.3,49594,Kentucky,1073.3
39.8,8.1,25.1,77.6,40.4,28.2,11.7,8670,Kentucky,1050.6
36.6,7.7,29.2,81.6,33.2,30.6,26.2,15957,Kentucky,1212.5
36.9,7.4,21.9,77.9,37.9,27.2,15.4,19293,Kentucky,979.5
26.4,6.5,18.1,78.6,27.9,28.4,14.8,35122,Kentucky,879.5
27.8,6.9,23.9,85.6,25.6,22.0,10.3,87251,Kentucky,1003.6
37.7,9.0,31.0,87.4,35.5,30.9,20.4,27306,Kentucky,1104.3
31.2,9.6,24.4,76.0,34.2,31.7,15.9,70145,Kentucky,1043.9
30.1,7.5,22.6,78.5,29.8,28.9,13.0,93060,Kentucky,913.0
23.8,5.9,20.8,75.9,23.0,22.3,13.0,268080,Kentucky,897.3
37.1,7.2,28.3,83.7,32.2,28.1,16.8,14610,Kentucky,1017.6
45.0,11.3,31.3,82.6,32.4,40.2,24.1,42218,Kentucky,1170.1
27.8,7.5,23.4,76.9,24.0,25.9,10.9,48207,Kentucky,994.3
33.1,8.5,25.1,78.8,32.6,30.5,15.0,37625,Kentucky,988.3
35.7,13.2,23.4,77.1,37.9,38.4,16.1,25189,Kentucky,1070.5
37.1,10.9,29.5,82.6,27.9,37.7,14.6,37184,Kentucky,1014.5
28.6,7.8,24.6,78.7,29.9,28.2,11.3,96947,Kentucky,920.7
45.7,11.0,30.0,84.7,35.7,31.0,26.6,31614,Kentucky,1229.9
36.6,6.4,18.7,83.9,35.7,26.8,19.4,18319,Kentucky,1051.6
31.3,5.8,22.3,79.6,32.6,28.4,13.3,45573,Kentucky,1001.2
32.7,8.0,30.5,83.4,30.6,29.7,15.3,46705,Kentucky,1026.0
26.8,7.6,25.5,81.0,26.7,26.4,13.3,699827,Kentucky,975.1
42.1,11.6,33.9,84.5,32.6,31.8,21.0,24001,Kentucky,1104.8
24.0,7.3,23.6,79.9,32.7,27.8,10.7,153665,Kentucky,987.5
45.3,9.4,25.5,77.8,34.8,33.9,23.7,17561,Kentucky,1013.7
41.2,7.6,26.4,88.2,31.3,37.3,26.3,32069,Kentucky,1068.9
39.7,10.9,24.7,82.3,32.3,33.3,18.7,56338,Kentucky,1055.6
40.8,8.1,27.3,85.7,35.9,33.8,22.6,16166,Kentucky,1142.9
42.4,11.9,33.6,81.4,31.4,38.9,21.8,24434,Kentucky,1192.7
41.0,7.6,26.8,81.8,40.3,35.4,23.7,13872,Kentucky,1090.8
33.1,4.7,26.3,78.1,38.9,26.9,14.9,27169,Kentucky,981.9
33.8,9.6,25.7,79.2,25.9,34.5,15.4,64698,Kentucky,944.9
28.7,4.7,23.6,82.0,28.9,25.9,15.0,77749,Kentucky,949.3
26.4,6.4,22.6,74.6,26.1,31.9,10.9,30967,Kentucky,897.7
37.5,7.6,21.1,79.4,30.1,31.6,15.9,17140,Kentucky,1082.2
28.1,7.5,22.3,77.8,36.7,28.4,10.9,28447,Kentucky,943.3
39.5,10.8,25.1,87.2,37.5,31.4,22.0,6809,Kentucky,1034.4
38.3,9.8,30.1,82.9,32.4,30.3,14.5,24256,Kentucky,995.5
39.0,11.5,26.1,82.3,31.4,31.9,24.5,14334,Kentucky,929.0
36.5,9.3,32.9,81.9,27.8,27.7,17.3,31548,Kentucky,1028.9
30.0,6.2,26.0,82.6,30.1,27.0,11.8,41088,Kentucky,957.0
35.7,8.5,26.4,82.5,40.8,31.6,16.2,23676,Kentucky,1039.4
41.0,10.7,32.6,79.7,33.8,34.6,23.3,29452,Kentucky,1254.3
42.6,11.4,28.5,83.9,34.2,35.0,20.7,66922,Kentucky,1208.5
32.3,8.9,24.1,80.7,30.1,32.0,17.1,59200,Kentucky,984.8
41.6,11.8,31.9,76.9,29.2,24.6,19.5,16712,Kentucky,1036.5
29.7,6.5,25.1,79.5,27.0,25.7,18.7,22226,Kentucky,955.6
42.4,7.4,27.5,85.2,29.6,30.5,19.8,17020,Kentucky,974.5
37.3,6.8,18.8,80.0,32.4,33.2,16.6,23754,Kentucky,980.0
28.0,7.7,22.6,75.0,27.1,23.5,15.2,98960,Kentucky,971.0
36.4,8.6,28.3,83.1,33.3,31.4,22.6,20352,Kentucky,1014.4
32.1,6.6,31.6,82.0,24.6,19.7,13.8,14161,Kentucky,988.4
39.8,11.0,30.6,79.2,35.6,41.5,23.1,38029,Kentucky,1143.8
38.9,8.2,27.8,87.9,26.1,27.6,19.9,59552,Louisiana,1072.4
28.6,8.7,20.3,81.1,25.2,22.7,11.4,90501,Louisiana,989.7
41.1,6.1,24.7,90.3,27.4,31.7,23.0,42098,Louisiana,1113.1
35.5,10.1,26.2,79.9,25.8,35.0,15.3,34562,Louisiana,1004.3
28.9,7.6,21.5,82.7,27.8,28.9,13.4,105541,Louisiana,970.1
31.5,7.7,27.0,81.0,21.9,32.1,19.7,251309,Louisiana,991.1
32.1,7.2,26.4,79.4,25.5,27.0,16.3,185419,Louisiana,1013.5
39.4,8.0,31.1,85.8,23.0,32.0,19.1,26383,Louisiana,1058.2
27.7,6.1,22.8,82.5,20.4,27.2,16.4,411417,Louisiana,971.9
41.9,7.4,24.8,86.7,27.5,34.8,24.2,35540,Louisiana,1125.3
41.6,8.9,32.3,87.6,30.1,36.8,24.2,20380,Louisiana,1125.7
32.7,11.2,27.6,85.4,25.1,31.8,19.7,74388,Louisiana,977.0
30.5,7.4,24.8,82.2,21.1,28.1,15.7,452824,Louisiana,959.1
38.1,5.6,33.1,86.9,28.4,33.9,17.6,31272,Louisiana,1069.8
25.6,7.0,21.8,82.3,23.4,24.4,15.6,197390,Louisiana,939.9
38.1,9.2,28.0,84.8,26.3,32.9,15.3,92179,Louisiana,911.3
24.1,5.8,25.2,83.6,19.5,24.9,21.1,42108,Louisiana,853.1
32.9,7.7,25.1,82.7,31.1,30.0,11.9,109206,Louisiana,1009.0
47.7,7.0,34.0,80.4,28.0,30.2,23.3,29989,Louisiana,1088.7
34.8,8.9,28.0,82.7,21.0,28.1,22.1,38541,Louisiana,1040.5
32.1,9.1,25.6,80.0,21.5,29.6,25.5,454863,Louisiana,1101.7
35.7,6.5,25.8,83.2,25.6,24.0,19.6,148237,Louisiana,1007.4
34.1,7.4,33.7,88.7,22.8,29.9,15.3,28995,Louisiana,1050.9
33.2,7.8,24.5,84.8,26.3,30.5,19.2,128462,Louisiana,1077.6
31.9,11.7,25.2,89.2,27.1,37.0,17.9,23786,Louisiana,1006.7
38.6,7.7,29.6,80.8,27.7,27.0,14.2,65364,Louisiana,1133.9
28.3,9.3,32.6,81.7,21.2,26.7,12.5,50633,Louisiana,934.1
34.9,10.0,24.6,78.7,23.5,34.2,15.7,46393,Louisiana,1033.0
38.4,9.6,24.6,87.4,28.2,29.7,22.9,89937,Louisiana,1009.5
40.6,8.3,32.6,83.3,27.2,28.1,20.1,50434,Louisiana,992.4
34.1,8.2,30.7,80.1,27.6,33.5,20.2,51416,Louisiana,1053.8
23.2,7.0,22.7,81.8,24.2,22.7,10.5,220295,Louisiana,929.5
33.1,7.8,28.5,84.3,24.0,24.7,20.8,106502,Louisiana,1122.7
36.5,8.4,27.8,89.0,28.4,28.7,16.8,107491,Louisiana,962.6
33.2,8.3,32.8,84.4,19.7,29.1,17.5,22901,Louisiana,1076.5
35.4,11.0,25.5,83.5,23.2,27.1,18.4,55195,Louisiana,930.4
27.3,5.1,23.0,79.2,32.1,23.9,15.3,48745,Louisiana,1037.2
45.8,16.8,29.8,85.6,28.6,37.8,23.3,44623,Louisiana,1147.1
32.9,6.6,27.5,89.4,25.4,29.2,17.9,41356,Louisiana,1090.6
25.8,6.7,24.6,75.2,24.7,25.1,11.5,108039,Maine,859.1
30.4,10.0,25.4,74.3,24.3,24.6,14.3,73240,Maine,889.3
17.0,5.6,16.6,68.6,18.9,20.3,8.4,274950,Maine,810.5
18.6,9.3,22.0,68.9,20.1,24.6,12.6,29704,Maine,831.5
21.3,5.8,17.7,68.5,22.5,25.1,9.9,53660,Maine,851.1
22.8,7.1,24.7,76.0,21.9,23.4,11.3,120986,Maine,857.3
20.7,6.8,21.0,68.9,19.3,21.0,10.5,41219,Maine,835.8
20.0,4.3,16.8,67.8,17.2,27.7,9.8,35240,Maine,764.8
26.3,7.4,23.0,71.9,27.0,24.3,11.8,56628,Maine,882.5
23.7,8.5,22.6,76.9,24.5,23.5,12.5,147068,Maine,892.5
24.0,7.2,24.2,71.1,28.1,23.4,13.0,17674,Maine,940.1
19.4,5.6,19.9,74.8,18.8,23.1,8.3,36962,Maine,792.6
30.7,9.8,23.2,76.7,26.5,29.8,14.3,51667,Maine,910.1
23.7,7.0,25.9,73.4,22.4,24.2,12.4,38705,Maine,867.9
32.9,6.6,25.0,72.5,27.5,32.4,16.1,33448,Maine,966.8
22.3,6.9,20.7,71.4,21.8,24.2,8.3,202315,Maine,761.0
28.2,8.8,25.2,75.2,25.3,32.9,13.5,73639,Maryland,898.8
20.1,7.5,23.3,71.5,22.4,28.2,6.2,510878,Maryland,874.8
23.4,6.5,20.8,72.0,22.2,26.2,7.6,786113,Maryland,862.3
20.4,5.7,22.4,70.3,20.2,27.1,5.3,87925,Maryland,865.2
34.1,8.8,27.3,78.7,26.6,32.6,10.6,31822,Maryland,998.8
20.6,5.8,19.3,70.6,20.8,27.4,5.0,168541,Maryland,861.5
27.0,6.4,25.8,73.4,27.2,26.0,7.7,97796,Maryland,968.5
22.4,4.9,26.5,75.2,21.1,23.8,6.9,138822,Maryland,923.0
31.3,9.7,26.4,70.5,25.1,29.0,13.6,31401,Maryland,994.8
20.9,6.0,21.4,70.9,20.0,21.3,5.6,220701,Maryland,812.3
28.6,8.6,25.6,74.3,18.4,25.9,12.5,29909,Maryland,855.9
22.2,7.2,22.3,72.5,20.4,25.6,6.4,239259,Maryland,851.3
15.5,4.5,16.4,73.5,13.7,19.8,4.7,269457,Maryland,702.7
18.0,5.2,15.3,66.8,11.9,22.4,6.4,927583,Maryland,597.2
24.6,8.3,25.5,72.1,17.8,26.2,9.4,846123,Maryland,927.3
25.1,6.7,21.9,74.1,19.4,30.1,6.0,45612,Maryland,839.4
21.8,6.1,25.6,73.0,21.1,25.1,7.4,96518,Maryland,878.4
22.2,9.0,20.0,73.5,18.0,30.1,8.3,35683,Maryland,770.4
27.2,7.4,22.4,73.0,23.3,29.4,9.8,141895,Maryland,873.0
25.0,8.3,25.0,70.2,24.0,28.4,11.5,90402,Maryland,942.1
23.0,10.2,24.6,74.7,21.9,40.4,9.8,48750,Maryland,850.9
28.6,9.6,28.0,72.9,27.8,29.5,19.6,635815,Maryland,1232.4
16.0,6.7,15.0,65.6,16.8,30.5,7.3,226514,Massachusetts,706.3
21.4,6.8,19.8,68.8,21.8,23.3,10.2,131868,Massachusetts,819.2
26.6,7.0,23.2,76.4,24.0,27.7,10.4,546331,Massachusetts,841.1
23.9,6.1,18.7,70.2,18.7,23.8,9.7,738301,Massachusetts,785.2
19.8,5.4,22.8,69.9,21.6,29.4,8.8,72334,Massachusetts,767.7
27.2,8.1,21.7,72.9,22.0,25.9,14.4,461591,Massachusetts,863.4
17.6,4.7,14.1,65.0,18.2,19.2,9.3,153339,Massachusetts,750.4
18.7,5.2,15.5,69.3,15.1,21.7,7.6,1459011,Massachusetts,738.7
18.6,5.0,15.4,70.1,15.9,23.8,5.5,653595,Massachusetts,741.0
21.6,7.1,20.1,73.0,21.6,25.8,7.8,492409,Massachusetts,856.5
26.4,5.6,17.8,72.8,19.8,20.6,15.9,654428,Massachusetts,861.1
23.8,6.3,21.9,71.5,21.0,24.4,9.4,783262,Massachusetts,826.9
19.9,6.7,22.5,82.5,27.7,23.5,8.4,113174,Michigan,832.7
20.1,9.0,23.4,81.4,25.6,30.1,7.3,59892,Michigan,860.1
23.3,9.2,27.1,80.9,19.9,32.6,10.6,109029,Michigan,829.4
24.0,6.0,24.6,76.7,24.5,36.0,12.3,162611,Michigan,851.6
25.6,10.0,27.8,76.7,30.6,32.5,11.6,139191,Michigan,955.4
21.7,7.8,25.8,78.5,19.2,26.5,5.6,69329,Michigan,788.4
18.8,5.7,25.3,77.6,26.4,28.5,7.8,107394,Michigan,776.1
25.0,8.7,26.6,78.8,26.1,27.8,13.3,443883,Michigan,955.6
17.1,4.5,21.7,79.5,27.5,20.9,7.8,83971,Michigan,730.0
20.7,9.6,28.8,81.5,29.8,23.9,11.3,42345,Michigan,891.5
21.3,6.9,23.7,77.0,23.2,24.0,12.7,278592,Michigan,814.7
24.6,9.0,23.8,82.0,28.2,22.8,9.4,64608,Michigan,864.2
20.0,9.3,26.5,76.7,24.1,30.1,10.9,163629,Michigan,886.0
18.7,6.0,20.8,74.3,17.9,23.6,12.0,240536,Michigan,848.5
19.1,6.6,21.5,78.6,21.8,23.9,10.0,596666,Michigan,780.8
25.1,7.2,24.6,77.7,28.8,18.3,7.4,93361,Michigan,878.7
25.7,9.0,26.1,78.8,20.8,30.0,8.0,102033,Michigan,861.9
16.9,6.0,21.3,77.8,20.5,15.8,4.4,181517,Michigan,784.2
23.3,7.1,23.3,79.9,24.7,26.4,7.4,829453,Michigan,831.4
21.0,7.4,22.0,69.7,18.0,25.1,10.5,64760,Michigan,886.8
17.0,8.7,23.1,73.7,20.7,22.3,9.0,84064,Michigan,755.7
21.8,7.1,26.0,84.0,24.4,30.7,7.3,153935,Michigan,879.1
26.3,9.5,32.9,86.6,25.5,29.7,10.5,63893,Michigan,915.9
25.4,8.7,24.9,79.3,30.7,24.6,13.4,175554,Michigan,894.6
